"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","subject_id","study_id","session_id","urlvar","current_url","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","771","0.0-0.0","DD0D27503B88469AAB822A53357FF732","DD0D27503B88469AAB822A53357FF732","072f6c7f-d61a-431d-bb93-6fd3095a28a9","54f8d589-66fc-4c65-830f-1dcc63bce8cc","{""participantId"":""DD0D27503B88469AAB822A53357FF732"",""assignmentId"":""072f6c7f-d61a-431d-bb93-6fd3095a28a9"",""projectId"":""54f8d589-66fc-4c65-830f-1dcc63bce8cc""}","https://test12345.live/?participantId=DD0D27503B88469AAB822A53357FF732&assignmentId=072f6c7f-d61a-431d-bb93-6fd3095a28a9&projectId=54f8d589-66fc-4c65-830f-1dcc63bce8cc","","","","","",""
"","","","","","instructions","1","465105","0.0-1.0","DD0D27503B88469AAB822A53357FF732","DD0D27503B88469AAB822A53357FF732","072f6c7f-d61a-431d-bb93-6fd3095a28a9","54f8d589-66fc-4c65-830f-1dcc63bce8cc","{""participantId"":""DD0D27503B88469AAB822A53357FF732"",""assignmentId"":""072f6c7f-d61a-431d-bb93-6fd3095a28a9"",""projectId"":""54f8d589-66fc-4c65-830f-1dcc63bce8cc""}","https://test12345.live/?participantId=DD0D27503B88469AAB822A53357FF732&assignmentId=072f6c7f-d61a-431d-bb93-6fd3095a28a9&projectId=54f8d589-66fc-4c65-830f-1dcc63bce8cc","[{""page_index"":0,""viewing_time"":464333}]","464333","","","",""
"","","","","","instructions","2","468762","0.0-2.0","DD0D27503B88469AAB822A53357FF732","DD0D27503B88469AAB822A53357FF732","072f6c7f-d61a-431d-bb93-6fd3095a28a9","54f8d589-66fc-4c65-830f-1dcc63bce8cc","{""participantId"":""DD0D27503B88469AAB822A53357FF732"",""assignmentId"":""072f6c7f-d61a-431d-bb93-6fd3095a28a9"",""projectId"":""54f8d589-66fc-4c65-830f-1dcc63bce8cc""}","https://test12345.live/?participantId=DD0D27503B88469AAB822A53357FF732&assignmentId=072f6c7f-d61a-431d-bb93-6fd3095a28a9&projectId=54f8d589-66fc-4c65-830f-1dcc63bce8cc","[{""page_index"":0,""viewing_time"":3656}]","3656","","","",""
"true","","","","","fullscreen","3","471687","0.0-3.0","DD0D27503B88469AAB822A53357FF732","DD0D27503B88469AAB822A53357FF732","072f6c7f-d61a-431d-bb93-6fd3095a28a9","54f8d589-66fc-4c65-830f-1dcc63bce8cc","{""participantId"":""DD0D27503B88469AAB822A53357FF732"",""assignmentId"":""072f6c7f-d61a-431d-bb93-6fd3095a28a9"",""projectId"":""54f8d589-66fc-4c65-830f-1dcc63bce8cc""}","https://test12345.live/?participantId=DD0D27503B88469AAB822A53357FF732&assignmentId=072f6c7f-d61a-431d-bb93-6fd3095a28a9&projectId=54f8d589-66fc-4c65-830f-1dcc63bce8cc","","1917","","","",""
"","","","","","instructions","4","491640","0.0-4.0","DD0D27503B88469AAB822A53357FF732","DD0D27503B88469AAB822A53357FF732","072f6c7f-d61a-431d-bb93-6fd3095a28a9","54f8d589-66fc-4c65-830f-1dcc63bce8cc","{""participantId"":""DD0D27503B88469AAB822A53357FF732"",""assignmentId"":""072f6c7f-d61a-431d-bb93-6fd3095a28a9"",""projectId"":""54f8d589-66fc-4c65-830f-1dcc63bce8cc""}","https://test12345.live/?participantId=DD0D27503B88469AAB822A53357FF732&assignmentId=072f6c7f-d61a-431d-bb93-6fd3095a28a9&projectId=54f8d589-66fc-4c65-830f-1dcc63bce8cc","[{""page_index"":0,""viewing_time"":19952}]","19952","","","",""
"","","","","","html-button-response","5","495918","0.0-5.0","DD0D27503B88469AAB822A53357FF732","DD0D27503B88469AAB822A53357FF732","072f6c7f-d61a-431d-bb93-6fd3095a28a9","54f8d589-66fc-4c65-830f-1dcc63bce8cc","{""participantId"":""DD0D27503B88469AAB822A53357FF732"",""assignmentId"":""072f6c7f-d61a-431d-bb93-6fd3095a28a9"",""projectId"":""54f8d589-66fc-4c65-830f-1dcc63bce8cc""}","https://test12345.live/?participantId=DD0D27503B88469AAB822A53357FF732&assignmentId=072f6c7f-d61a-431d-bb93-6fd3095a28a9&projectId=54f8d589-66fc-4c65-830f-1dcc63bce8cc","","4277","
    <div style=""display: flex; justify-content: center; align-items: center;"">
      <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
      <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
    </div>","0","0",""
"","","","","","html-keyboard-response","6","498934","0.0-6.0-0.0","DD0D27503B88469AAB822A53357FF732","DD0D27503B88469AAB822A53357FF732","072f6c7f-d61a-431d-bb93-6fd3095a28a9","54f8d589-66fc-4c65-830f-1dcc63bce8cc","{""participantId"":""DD0D27503B88469AAB822A53357FF732"",""assignmentId"":""072f6c7f-d61a-431d-bb93-6fd3095a28a9"",""projectId"":""54f8d589-66fc-4c65-830f-1dcc63bce8cc""}","https://test12345.live/?participantId=DD0D27503B88469AAB822A53357FF732&assignmentId=072f6c7f-d61a-431d-bb93-6fd3095a28a9&projectId=54f8d589-66fc-4c65-830f-1dcc63bce8cc","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_15/causal_series_15_a.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
"","","","","","html-keyboard-response","7","501947","0.0-6.0-1.0","DD0D27503B88469AAB822A53357FF732","DD0D27503B88469AAB822A53357FF732","072f6c7f-d61a-431d-bb93-6fd3095a28a9","54f8d589-66fc-4c65-830f-1dcc63bce8cc","{""participantId"":""DD0D27503B88469AAB822A53357FF732"",""assignmentId"":""072f6c7f-d61a-431d-bb93-6fd3095a28a9"",""projectId"":""54f8d589-66fc-4c65-830f-1dcc63bce8cc""}","https://test12345.live/?participantId=DD0D27503B88469AAB822A53357FF732&assignmentId=072f6c7f-d61a-431d-bb93-6fd3095a28a9&projectId=54f8d589-66fc-4c65-830f-1dcc63bce8cc","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_15/causal_series_15_b.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
"","","","","","html-keyboard-response","8","504961","0.0-6.0-2.0","DD0D27503B88469AAB822A53357FF732","DD0D27503B88469AAB822A53357FF732","072f6c7f-d61a-431d-bb93-6fd3095a28a9","54f8d589-66fc-4c65-830f-1dcc63bce8cc","{""participantId"":""DD0D27503B88469AAB822A53357FF732"",""assignmentId"":""072f6c7f-d61a-431d-bb93-6fd3095a28a9"",""projectId"":""54f8d589-66fc-4c65-830f-1dcc63bce8cc""}","https://test12345.live/?participantId=DD0D27503B88469AAB822A53357FF732&assignmentId=072f6c7f-d61a-431d-bb93-6fd3095a28a9&projectId=54f8d589-66fc-4c65-830f-1dcc63bce8cc","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_15/causal_series_15_c.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
"","","","","","html-keyboard-response","9","507975","0.0-6.0-3.0","DD0D27503B88469AAB822A53357FF732","DD0D27503B88469AAB822A53357FF732","072f6c7f-d61a-431d-bb93-6fd3095a28a9","54f8d589-66fc-4c65-830f-1dcc63bce8cc","{""participantId"":""DD0D27503B88469AAB822A53357FF732"",""assignmentId"":""072f6c7f-d61a-431d-bb93-6fd3095a28a9"",""projectId"":""54f8d589-66fc-4c65-830f-1dcc63bce8cc""}","https://test12345.live/?participantId=DD0D27503B88469AAB822A53357FF732&assignmentId=072f6c7f-d61a-431d-bb93-6fd3095a28a9&projectId=54f8d589-66fc-4c65-830f-1dcc63bce8cc","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_15/causal_series_15_d.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
