"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","subject_id","study_id","session_id","urlvar","current_url","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","62","0.0-0.0","","","","","{"""":""""}","https://test12345.live/","","","","","",""
"","","","","","instructions","1","1112","0.0-1.0","","","","","{"""":""""}","https://test12345.live/","[{""page_index"":0,""viewing_time"":1049}]","1049","","","",""
"","","","","","instructions","2","2800","0.0-2.0","","","","","{"""":""""}","https://test12345.live/","[{""page_index"":0,""viewing_time"":1688}]","1688","","","",""
"true","","","","","fullscreen","3","4832","0.0-3.0","","","","","{"""":""""}","https://test12345.live/","","1018","","","",""
"","","","","","instructions","4","6120","0.0-4.0","","","","","{"""":""""}","https://test12345.live/","[{""page_index"":0,""viewing_time"":1287}]","1287","","","",""
"","","","","","html-button-response","5","7369","0.0-5.0","","","","","{"""":""""}","https://test12345.live/","","1247","
    <div style=""display: flex; justify-content: center; align-items: center;"">
      <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
      <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
    </div>","0","0",""
"","","","","","html-keyboard-response","6","10386","0.0-6.0-0.0","","","","","{"""":""""}","https://test12345.live/","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_1/causal_series_1_a.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
"","","","","","html-keyboard-response","7","13388","0.0-6.0-1.0","","","","","{"""":""""}","https://test12345.live/","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_1/causal_series_1_b.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
"","","","","","html-keyboard-response","8","16391","0.0-6.0-2.0","","","","","{"""":""""}","https://test12345.live/","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_1/causal_series_1_c.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
"","","","","","html-keyboard-response","9","19403","0.0-6.0-3.0","","","","","{"""":""""}","https://test12345.live/","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_1/causal_series_1_d.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
"","","","","","html-button-response","10","20569","0.0-8.0","","","","","{"""":""""}","https://test12345.live/","","1164","Was there a person in the picture?","0","",""
"","","","","","survey-likert","11","22615","0.0-9.0","","","","","{"""":""""}","https://test12345.live/","","2043","","{""Q0"":3}","","[0]"
"","","","","","survey-text","12","23383","0.0-10.0","","","","","{"""":""""}","https://test12345.live/","","763","","{""Q0"":""""}","",""
"","","","","","survey-text","13","23965","0.0-11.0","","","","","{"""":""""}","https://test12345.live/","","579","","{""Q0"":""""}","",""
"","","","","","survey-text","14","24877","0.0-12.0","","","","","{"""":""""}","https://test12345.live/","","907","","{""Q0"":"""",""Q1"":""""}","",""
"","","","","","instructions","15","25547","0.0-13.0","","","","","{"""":""""}","https://test12345.live/","[{""page_index"":0,""viewing_time"":670}]","670","","","",""
"","","","","","survey-text","16","26070","0.0-14.0","","","","","{"""":""""}","https://test12345.live/","","521","","{""Q0"":""""}","",""
