"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject","subject_id","study_id","session_id","urlvar","current_url","view_history","rt","stimulus","response","choice","question_order"
"true","false","[]","[]","[]","preload","0","376","0.0-0.0","BA228236C0AB473D9EE59D76B07DEA6A","BA228236C0AB473D9EE59D76B07DEA6A","3d1ff8f3-cac1-49a9-b833-3f8ab03054e6","bea99957-1862-4ad8-9558-57b91e42ce64","{""participantId"":""BA228236C0AB473D9EE59D76B07DEA6A"",""assignmentId"":""3d1ff8f3-cac1-49a9-b833-3f8ab03054e6"",""projectId"":""bea99957-1862-4ad8-9558-57b91e42ce64""}","https://test12345.live/?participantId=BA228236C0AB473D9EE59D76B07DEA6A&assignmentId=3d1ff8f3-cac1-49a9-b833-3f8ab03054e6&projectId=bea99957-1862-4ad8-9558-57b91e42ce64","","","","","",""
"","","","","","instructions","1","3737","0.0-1.0","BA228236C0AB473D9EE59D76B07DEA6A","BA228236C0AB473D9EE59D76B07DEA6A","3d1ff8f3-cac1-49a9-b833-3f8ab03054e6","bea99957-1862-4ad8-9558-57b91e42ce64","{""participantId"":""BA228236C0AB473D9EE59D76B07DEA6A"",""assignmentId"":""3d1ff8f3-cac1-49a9-b833-3f8ab03054e6"",""projectId"":""bea99957-1862-4ad8-9558-57b91e42ce64""}","https://test12345.live/?participantId=BA228236C0AB473D9EE59D76B07DEA6A&assignmentId=3d1ff8f3-cac1-49a9-b833-3f8ab03054e6&projectId=bea99957-1862-4ad8-9558-57b91e42ce64","[{""page_index"":0,""viewing_time"":3360}]","3360","","","",""
"","","","","","instructions","2","15982","0.0-2.0","BA228236C0AB473D9EE59D76B07DEA6A","BA228236C0AB473D9EE59D76B07DEA6A","3d1ff8f3-cac1-49a9-b833-3f8ab03054e6","bea99957-1862-4ad8-9558-57b91e42ce64","{""participantId"":""BA228236C0AB473D9EE59D76B07DEA6A"",""assignmentId"":""3d1ff8f3-cac1-49a9-b833-3f8ab03054e6"",""projectId"":""bea99957-1862-4ad8-9558-57b91e42ce64""}","https://test12345.live/?participantId=BA228236C0AB473D9EE59D76B07DEA6A&assignmentId=3d1ff8f3-cac1-49a9-b833-3f8ab03054e6&projectId=bea99957-1862-4ad8-9558-57b91e42ce64","[{""page_index"":0,""viewing_time"":12244}]","12244","","","",""
"true","","","","","fullscreen","3","20756","0.0-3.0","BA228236C0AB473D9EE59D76B07DEA6A","BA228236C0AB473D9EE59D76B07DEA6A","3d1ff8f3-cac1-49a9-b833-3f8ab03054e6","bea99957-1862-4ad8-9558-57b91e42ce64","{""participantId"":""BA228236C0AB473D9EE59D76B07DEA6A"",""assignmentId"":""3d1ff8f3-cac1-49a9-b833-3f8ab03054e6"",""projectId"":""bea99957-1862-4ad8-9558-57b91e42ce64""}","https://test12345.live/?participantId=BA228236C0AB473D9EE59D76B07DEA6A&assignmentId=3d1ff8f3-cac1-49a9-b833-3f8ab03054e6&projectId=bea99957-1862-4ad8-9558-57b91e42ce64","","3760","","","",""
"","","","","","instructions","4","48528","0.0-4.0","BA228236C0AB473D9EE59D76B07DEA6A","BA228236C0AB473D9EE59D76B07DEA6A","3d1ff8f3-cac1-49a9-b833-3f8ab03054e6","bea99957-1862-4ad8-9558-57b91e42ce64","{""participantId"":""BA228236C0AB473D9EE59D76B07DEA6A"",""assignmentId"":""3d1ff8f3-cac1-49a9-b833-3f8ab03054e6"",""projectId"":""bea99957-1862-4ad8-9558-57b91e42ce64""}","https://test12345.live/?participantId=BA228236C0AB473D9EE59D76B07DEA6A&assignmentId=3d1ff8f3-cac1-49a9-b833-3f8ab03054e6&projectId=bea99957-1862-4ad8-9558-57b91e42ce64","[{""page_index"":0,""viewing_time"":27768}]","27769","","","",""
"","","","","","html-button-response","5","53004","0.0-5.0","BA228236C0AB473D9EE59D76B07DEA6A","BA228236C0AB473D9EE59D76B07DEA6A","3d1ff8f3-cac1-49a9-b833-3f8ab03054e6","bea99957-1862-4ad8-9558-57b91e42ce64","{""participantId"":""BA228236C0AB473D9EE59D76B07DEA6A"",""assignmentId"":""3d1ff8f3-cac1-49a9-b833-3f8ab03054e6"",""projectId"":""bea99957-1862-4ad8-9558-57b91e42ce64""}","https://test12345.live/?participantId=BA228236C0AB473D9EE59D76B07DEA6A&assignmentId=3d1ff8f3-cac1-49a9-b833-3f8ab03054e6&projectId=bea99957-1862-4ad8-9558-57b91e42ce64","","4472","
    <div style=""display: flex; justify-content: center; align-items: center;"">
      <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
      <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
    </div>","1","1",""
"","","","","","html-keyboard-response","6","56015","0.0-6.0-0.0","BA228236C0AB473D9EE59D76B07DEA6A","BA228236C0AB473D9EE59D76B07DEA6A","3d1ff8f3-cac1-49a9-b833-3f8ab03054e6","bea99957-1862-4ad8-9558-57b91e42ce64","{""participantId"":""BA228236C0AB473D9EE59D76B07DEA6A"",""assignmentId"":""3d1ff8f3-cac1-49a9-b833-3f8ab03054e6"",""projectId"":""bea99957-1862-4ad8-9558-57b91e42ce64""}","https://test12345.live/?participantId=BA228236C0AB473D9EE59D76B07DEA6A&assignmentId=3d1ff8f3-cac1-49a9-b833-3f8ab03054e6&projectId=bea99957-1862-4ad8-9558-57b91e42ce64","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_10/causal_series_10_a.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
"","","","","","html-keyboard-response","7","59021","0.0-6.0-1.0","BA228236C0AB473D9EE59D76B07DEA6A","BA228236C0AB473D9EE59D76B07DEA6A","3d1ff8f3-cac1-49a9-b833-3f8ab03054e6","bea99957-1862-4ad8-9558-57b91e42ce64","{""participantId"":""BA228236C0AB473D9EE59D76B07DEA6A"",""assignmentId"":""3d1ff8f3-cac1-49a9-b833-3f8ab03054e6"",""projectId"":""bea99957-1862-4ad8-9558-57b91e42ce64""}","https://test12345.live/?participantId=BA228236C0AB473D9EE59D76B07DEA6A&assignmentId=3d1ff8f3-cac1-49a9-b833-3f8ab03054e6&projectId=bea99957-1862-4ad8-9558-57b91e42ce64","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_10/causal_series_10_b.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
"","","","","","html-keyboard-response","8","62035","0.0-6.0-2.0","BA228236C0AB473D9EE59D76B07DEA6A","BA228236C0AB473D9EE59D76B07DEA6A","3d1ff8f3-cac1-49a9-b833-3f8ab03054e6","bea99957-1862-4ad8-9558-57b91e42ce64","{""participantId"":""BA228236C0AB473D9EE59D76B07DEA6A"",""assignmentId"":""3d1ff8f3-cac1-49a9-b833-3f8ab03054e6"",""projectId"":""bea99957-1862-4ad8-9558-57b91e42ce64""}","https://test12345.live/?participantId=BA228236C0AB473D9EE59D76B07DEA6A&assignmentId=3d1ff8f3-cac1-49a9-b833-3f8ab03054e6&projectId=bea99957-1862-4ad8-9558-57b91e42ce64","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_10/causal_series_10_c.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
"","","","","","html-keyboard-response","9","65043","0.0-6.0-3.0","BA228236C0AB473D9EE59D76B07DEA6A","BA228236C0AB473D9EE59D76B07DEA6A","3d1ff8f3-cac1-49a9-b833-3f8ab03054e6","bea99957-1862-4ad8-9558-57b91e42ce64","{""participantId"":""BA228236C0AB473D9EE59D76B07DEA6A"",""assignmentId"":""3d1ff8f3-cac1-49a9-b833-3f8ab03054e6"",""projectId"":""bea99957-1862-4ad8-9558-57b91e42ce64""}","https://test12345.live/?participantId=BA228236C0AB473D9EE59D76B07DEA6A&assignmentId=3d1ff8f3-cac1-49a9-b833-3f8ab03054e6&projectId=bea99957-1862-4ad8-9558-57b91e42ce64","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                    <img src=""images/causal/causal_series_10/causal_series_10_d.jpg"" style=""width: 300px; height: 300px;"" />
                  </div>","null","",""
