"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice"
"true","false","[]","[]","[]","preload","0","4558","0.0-0.0","5A5DF9642D684FA4AA10E340D6E8AB7B","c259ebe5-cc38-4918-94ee-ce870c7b5ad1","58046770-4c03-4bc2-b4bc-e7359011db5d","","","","",""
"","","","","","instructions","1","6860","0.0-1.0","5A5DF9642D684FA4AA10E340D6E8AB7B","c259ebe5-cc38-4918-94ee-ce870c7b5ad1","58046770-4c03-4bc2-b4bc-e7359011db5d","[{""page_index"":0,""viewing_time"":2301}]","2302","","",""
"","","","","","instructions","2","217508","0.0-2.0","5A5DF9642D684FA4AA10E340D6E8AB7B","c259ebe5-cc38-4918-94ee-ce870c7b5ad1","58046770-4c03-4bc2-b4bc-e7359011db5d","[{""page_index"":0,""viewing_time"":210646}]","210646","","",""
"true","","","","","fullscreen","3","219927","0.0-3.0","5A5DF9642D684FA4AA10E340D6E8AB7B","c259ebe5-cc38-4918-94ee-ce870c7b5ad1","58046770-4c03-4bc2-b4bc-e7359011db5d","","1418","","",""
"","","","","","instructions","4","228612","0.0-4.0","5A5DF9642D684FA4AA10E340D6E8AB7B","c259ebe5-cc38-4918-94ee-ce870c7b5ad1","58046770-4c03-4bc2-b4bc-e7359011db5d","[{""page_index"":0,""viewing_time"":8684}]","8684","","",""
"","","","","","html-keyboard-response","5","231614","0.0-5.0","5A5DF9642D684FA4AA10E340D6E8AB7B","c259ebe5-cc38-4918-94ee-ce870c7b5ad1","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_8/causal_series_8_a.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","6","234616","0.0-6.0","5A5DF9642D684FA4AA10E340D6E8AB7B","c259ebe5-cc38-4918-94ee-ce870c7b5ad1","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_8/causal_series_8_b.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","7","237619","0.0-7.0","5A5DF9642D684FA4AA10E340D6E8AB7B","c259ebe5-cc38-4918-94ee-ce870c7b5ad1","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_8/causal_series_8_c.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-button-response","8","246066","0.0-8.0","5A5DF9642D684FA4AA10E340D6E8AB7B","c259ebe5-cc38-4918-94ee-ce870c7b5ad1","58046770-4c03-4bc2-b4bc-e7359011db5d","","8444","
    <div style=""display: flex; justify-content: center; align-items: center;"">
      <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
      <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
    </div>","1","1"
"","","","","","html-keyboard-response","9","249069","0.0-9.0-1.0-0.0","5A5DF9642D684FA4AA10E340D6E8AB7B","c259ebe5-cc38-4918-94ee-ce870c7b5ad1","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/semantic/semantic_series_7/semantic_series_7_d.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
