"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","choice"
"true","false","[]","[]","[]","preload","0","6994","0.0-0.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","","","",""
"","","","","","instructions","1","11020","0.0-1.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","[{""page_index"":0,""viewing_time"":4025}]","4025","","",""
"","","","","","instructions","2","15517","0.0-2.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","[{""page_index"":0,""viewing_time"":4497}]","4497","","",""
"true","","","","","fullscreen","3","18398","0.0-3.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","1872","","",""
"","","","","","instructions","4","28321","0.0-4.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","[{""page_index"":0,""viewing_time"":9921}]","9922","","",""
"","","","","","html-keyboard-response","5","31328","0.0-5.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_6/causal_series_6_a.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","6","34335","0.0-6.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_6/causal_series_6_b.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","7","37343","0.0-7.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_6/causal_series_6_c.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-button-response","8","40853","0.0-8.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","3506","
    <div style=""display: flex; justify-content: center; align-items: center;"">
      <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
      <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
    </div>","0","0"
"","","","","","html-keyboard-response","9","43856","0.0-9.0-0.0-0.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_6/causal_series_6_d.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","10","46863","0.0-10.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/other/blank.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","11","49870","0.0-11.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_9/causal_series_9_a.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","12","52874","0.0-12.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_9/causal_series_9_b.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","13","55877","0.0-13.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_9/causal_series_9_c.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-button-response","14","57421","0.0-14.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","1542","
    <div style=""display: flex; justify-content: center; align-items: center;"">
      <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
      <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
    </div>","1","1"
"","","","","","html-keyboard-response","15","60428","0.0-15.0-1.0-0.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/semantic/semantic_series_8/semantic_series_8_d.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","16","63435","0.0-16.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/other/blank.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","17","66442","0.0-17.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_7/causal_series_7_a.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","18","69449","0.0-18.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_7/causal_series_7_b.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-keyboard-response","19","72453","0.0-19.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","null","<div style=""display: flex; justify-content: center; align-items: center;"">
                <img src=""images/causal/causal_series_7/causal_series_7_c.jpg"" style=""width: 300px; height: 300px;"" />
              </div>","null",""
"","","","","","html-button-response","20","75371","0.0-20.0","12D45106FC154102AB6C7C198F24ABE9","d736bce5-9ed4-465c-b707-1a69dfd02d4d","58046770-4c03-4bc2-b4bc-e7359011db5d","","2915","
    <div style=""display: flex; justify-content: center; align-items: center;"">
      <img src=""images/red_deck_2.png"" style=""width: 300px; height: 300px; margin-right: 10px;"" />
      <img src=""images/blue_deck_1.png"" style=""width: 300px; height: 300px;"" />
    </div>","1","1"
